SURFACE,ROLE,SCREEN NAME,ROUTE OR MOBILE NAVIGATION PATH,SOURCE FILE,SOURCE LINE,CONTROLLER OR VIEWMODEL,PERMISSION,VISIBLE TITLE,CONTROL TYPE,CONTROL NAME,TABS,CARDS,TABLES,TABLE COLUMNS,BUTTONS,DROPDOWNS,FILTERS,SEARCH FIELDS,TEXT FIELDS,DATE PICKERS,CHECKBOXES,RADIO BUTTONS,TOGGLES,UPLOAD CONTROLS,CAMERA CONTROLS,SCANNER CONTROLS,MAP CONTROLS,PAGINATION,MODALS,MENUS,ACTION MENUS,STATUS BADGES,EMPTY STATES,ERROR STATES,VALIDATION,EXPECTED ACTION,CURRENT ACTION,API ENDPOINT,DATABASE EFFECT,NEXT ROLE VISIBILITY,NOTIFICATION,TEST COVERAGE,CURRENT STATUS,DEFECT,SEVERITY,FIX STATUS
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.dashboard,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,7,requires route-level trace,pos,_sidebar_grocery.blade.php,link,Front,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.dashboard,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,20,requires route-level trace,pos,_sidebar_grocery.blade.php,toggle,toggle@20,,,,,,,,,,,,,toggle@20,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,28,requires route-level trace,pos,_sidebar_grocery.blade.php,toggle,toggle@28,,,,,,,,,,,,,toggle@28,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,41,requires route-level trace,pos,_sidebar_grocery.blade.php,form,form@41,,,,,,,,form@41,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,43,requires route-level trace,pos,_sidebar_grocery.blade.php,button,button@43,,,,,button@43,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,44,requires route-level trace,pos,_sidebar_grocery.blade.php,input:text,{{…}},,,,,,,,{{…}},{{…}},,,,,,,,,,,{{…}},,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.dashboard,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,53,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.dashboard,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.pos.index,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,72,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.pos.index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,89,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,99,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,111,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,123,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,136,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,148,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,160,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,173,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,185,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,197,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,209,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.order.offline_verification_list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,222,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.offline_verification_list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,241,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.refund.refund_attr,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,252,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.refund.refund_attr,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.flash-sale.add-new,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,290,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.flash-sale.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,301,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.campaign.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,311,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.campaign.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.campaign.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,318,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.campaign.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.banner.add-new,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,331,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.banner.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.promotional-banner.add-new,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,339,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.promotional-banner.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.coupon.add-new,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,352,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.coupon.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.notification.add-new,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,365,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.notification.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,382,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.advertisement.create,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,392,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.advertisement.create,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.advertisement.requestList,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,399,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.advertisement.requestList,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.advertisement.index,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,406,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.advertisement.index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.reels.create,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,427,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.reels.create,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.reels.index,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,434,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.reels.index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,456,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.category.add,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,465,requires route-level trace,pos,_sidebar_grocery.blade.php,link,link@465,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.category.add,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.category.add,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,473,requires route-level trace,pos,_sidebar_grocery.blade.php,link,link@473,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.category.add,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.category.bulk-import,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,481,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.category.bulk-import,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.category.bulk-export-index,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,489,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.category.bulk-export-index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.attribute.add-new,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,504,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.attribute.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.unit.index,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,519,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.unit.index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,533,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.item.add-new,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,542,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.item.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.item.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,549,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.item.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.report.stock-report,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,557,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.report.stock-report,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.item.product_gallery,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,566,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.item.product_gallery,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.item.approval_list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,576,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.item.approval_list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.item.reviews,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,589,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.item.reviews,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.item.bulk-import,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,596,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.item.bulk-import,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.item.bulk-export-index,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,604,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.item.bulk-export-index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.store.pending-requests,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,628,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.store.pending-requests,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.store.add,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,645,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.store.add,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.store.list,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,654,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.store.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.store.recommended_store,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,663,requires route-level trace,pos,_sidebar_grocery.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.store.recommended_store,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.store.bulk-import,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,674,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.store.bulk-import,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
